pregunta_id,numero_pregunta,ut_nombre,veces_salido,veces_fallada,veces_acertada,porcentaje_acierto,dificultad,texto_pregunta_preview
61109de6-8fdb-46ca-b642-c6815efd0788,23,Reglamento (RIPA),1,1,0,0.00,0.00,"Según la Regla 9 del RIPA, Canales angostos, ¿qué tipo de buque NO estorbará el tránsito de ningún o"
c2633abd-4463-4903-b2b0-f1d7db60393f,24,Reglamento (RIPA),2,1,1,50.00,0.00,"De acuerdo con la Regla 17 del RIPA, Maniobra del buque que “sigue a rumbo”:"
d759844f-4560-48fa-b779-f289de30a928,25,Reglamento (RIPA),2,1,1,50.00,0.00,"Según la Regla 7 del RIPA, riesgo de abordaje, ¿cuál de las siguientes afirmaciones es CORRECTA?"
30ee0982-3f5b-4b56-844c-a6afe715d570,27,Reglamento (RIPA),1,1,0,0.00,0.00,"De acuerdo con la Regla 17 del RIPA, Maniobra del buque que “sigue a rumbo”:"
ca95a26e-81d2-4043-a299-46cf69546674,27,Reglamento (RIPA),1,1,0,0.00,0.00,"Según la Regla 13 del RIPA, “Buque que alcanza“, se considerará buque que alcanza a todo buque que s"
d614b7ca-7e2f-45f2-98bb-8ab019feb781,8,Seguridad,1,1,0,0.00,0.00,¿Cuántas bengalas de mano es obligatorio llevar a bordo si navegamos en aguas costeras protegidas?
73895905-a906-4dbf-a5c7-ef75e5f4819f,8,Seguridad,1,1,0,0.00,0.00,"En caso de hombre al agua, para iniciar una maniobra de Boutakow ¿qué acción deberá realizar?"
4470c9b6-3a0c-4b44-ac14-d3f2377d89ff,9,Seguridad,2,1,1,50.00,0.00,¿Cuál de las siguientes es una maniobra recomendada de búsqueda cuando no se ve al náufrago?
23247a39-ada6-4bcb-90ab-1f252ceda637,10,Seguridad,1,1,0,0.00,0.00,"Respecto a las medidas a tomar a bordo con mal tiempo, ¿cuál de las siguientes afirmaciones NO ES CO"
6b2f2fb3-3813-406e-be3f-e88884e44d05,37,Teoría de la navegación,1,1,0,0.00,0.00,"La relación entre rumbo (R), demora (D) y marcación (M) vendrá dada por la fórmula:"
7cf4c5fa-59b9-41bd-951b-ada6cd42a4f5,37,Teoría de la navegación,1,1,0,0.00,0.00,¿Cómo se llama el ángulo formado entre la dirección de la aguja náutica y el meridiano magnético?
55d5089f-d892-4ada-bde1-695b250af8c9,38,Teoría de la navegación,1,1,0,0.00,0.00,La corrección total es:
47240005-9c8e-412a-8e90-983cb04930fb,38,Teoría de la navegación,1,1,0,0.00,0.00,La altura de la pleamar es la distancia vertical de la superficie del agua sobre:
8f0da8e2-04d0-458a-a5fd-cc72a6332a52,39,Teoría de la navegación,1,1,0,0.00,0.00,Si disponemos de una carta en la que las latitudes aumentan hacia abajo y las longitudes aumentan ha
25c25e0c-a783-4e78-a47a-70cfd4e923eb,39,Teoría de la navegación,1,1,0,0.00,0.00,La línea de posición trazada por la alineación de dos objetos visibles de la costa o reconocibles en
453d918a-311a-47d8-a44e-3b666e802acd,40,Teoría de la navegación,1,1,0,0.00,0.00,¿Sobre qué pieza afilada de la aguja náutica descansa y oscila la rosa?
821ceae1-a7ce-4d25-847c-79aa4f24186f,40,Teoría de la navegación,1,1,0,0.00,0.00,"En relación a la aguja náutica, la hendidura en el centro de la rosa (disco), que permite el giro ho"
0e3e59c7-c22a-4d1e-8563-26f73c9c5b47,41,Teoría de la navegación,2,1,1,50.00,0.00,En relación con la demora señale la afirmación INCORRECTA:
92d69dcd-58af-4990-968a-fd148c9cb242,13,Balizamiento,1,0,1,100.00,0.00,"Subiendo por un canal, las Marcas Laterales estarán ordenadas numérica o alfabéticamente:"
85059132-276b-455a-a07f-dbf01eaeab95,13,Balizamiento,1,0,1,100.00,0.00,"Navegando en la Ría de Vigo, avistamos una marca negra con varias bandas horizontales rojas. ¿Qué Ma"
d0164073-4c7c-4d0a-8312-54e09636437e,13,Balizamiento,1,0,1,100.00,0.00,"Navegando de noche cerca de la Isla de Sálvora, vemos por proa una luz verde en grupos de 2 destello"
c154fbe1-5bed-4658-b1bf-060f69ca791f,14,Balizamiento,1,0,1,100.00,0.00,"En relación con las Marcas Especiales, indique la afirmación CORRECTA."
c6c12c80-ee24-4d4a-b854-609b07c90ed1,14,Balizamiento,1,0,1,100.00,0.00,"Subiendo por un canal, las Marcas Laterales estarán ordenadas numérica o alfabéticamente:"
69c3cdf8-a388-4a41-93c2-9dca2f2c098c,15,Balizamiento,1,0,1,100.00,0.00,¿Cuál es la característica diurna más importante de una Marca cardinal?
16cbed1a-82d0-4d41-86f9-9dc4266a290b,15,Balizamiento,1,0,1,100.00,0.00,Las Marcas Especiales indican:
d7d5153a-eaf2-4c9e-a717-b32507d0f75e,15,Balizamiento,1,0,1,100.00,0.00,¿Qué afirmación sobre las Marcas de Peligro Aislado ES CORRECTA?
48a4afb8-3f70-4cc1-a9a4-fd9cd5df3cba,15,Balizamiento,1,0,1,100.00,0.00,Señale cuál de las siguientes Marcas compone su color con franjas verticales rojas y blancas:
d17fd59a-df2d-4d33-9a76-a70d9842c329,15,Balizamiento,1,0,1,100.00,0.00,"En relación con las Marcas Especiales, señale la opción CORRECTA."
1ec669b6-de4e-4bc4-bcc4-1962f4acad6a,16,Balizamiento,1,0,1,100.00,0.00,"El protocolo para la numeración de las marcas laterales, especialmente en vías navegables confinadas"
f9ead405-c2de-4387-9368-ef0c5b4720ba,17,Balizamiento,1,0,1,100.00,0.00,Si navegando se observa una boya roja por estribor:
5f1b4c4d-ca15-4ebf-a7dc-598ebb594f95,17,Balizamiento,1,0,1,100.00,0.00,"Arribando a la marina de Barbate, vislumbramos una luz blanca centelleante rápida de grupos de tres "
cb9c09d7-7d8c-4193-be7d-8800fa22f298,17,Balizamiento,1,0,1,100.00,0.00,"En referencia a las Marcas Especiales, su marca de tope, si tuviera, sería:"
abb9403a-5256-4a0f-8a7c-72716e4bdffa,17,Balizamiento,1,0,1,100.00,0.00,¿Qué ritmo y color tendrá la luz de una marca lateral de bifurcación de la región A que indique el c
669d96cb-71e1-4f17-8226-4668709119c6,17,Balizamiento,1,0,1,100.00,0.00,Las Marcas de Aguas Navegables son:
6d3a906b-7e02-4f13-923a-a0db790413cd,42,Carta de navegación,1,0,1,100.00,0.00,"Hallar la sonda en el momento de la primera bajamar, el día 09 de diciembre de 2022 en Algeciras,"
515d73d9-c558-4495-ae7f-6ee52504b363,42,Carta de navegación,1,0,1,100.00,0.00,"Navegando a rumbo de aguja 297º, se toma simultáneamente marcación del Faro de Cabo Espartel = 275º "
04862d68-1883-4824-a326-f640b8213b0a,43,Carta de navegación,1,0,1,100.00,0.00,Nuestra embarcación está en la enfilación de los Faros de Punta Carnero y Punta Europa. En ese momen
28a46444-1b00-4d19-9a60-cb40821c9f8f,43,Carta de navegación,1,0,1,100.00,0.00,"A Hrb= 11:30, navegando con rumbo de aguja= 220º y un desvío= 3° (-), se toma simultáneamente demora"
b13d0235-8575-4f45-9da6-1b6a69f88447,44,Carta de navegación,1,0,1,100.00,0.00,Nuestra embarcación está en la enfilación de los Faros de Punta Carnero y Punta Europa. En ese momen
7ed78222-49a3-4052-8b30-7633fe61eae5,44,Carta de navegación,1,0,1,100.00,0.00,"Encontrándonos a Hrb 16:00 en la oposición Punta Europa ­ Punta Almina, con un desvío de aguja de 2º"
8b3accd2-00b6-4195-8e0f-35725b9870e2,45,Carta de navegación,1,0,1,100.00,0.00,"El 04 de septiembre de 2021 en Rota, se pide calcular las Horas Oficiales (Ho) de la última pleamar"
7db6c9a1-27dc-435b-9ae3-2bc3e1e956ae,45,Carta de navegación,1,0,1,100.00,0.00,"sonda en la carta de 5,8 metros. Sabiendo que la presión atmosférica es 1023 milibares, ¿cuál sería
"
64ff3ef2-5080-4694-9648-e354a0cc5532,5,Elementos de amarre y fondeo,1,0,1,100.00,0.00,¿Cuál de las siguientes afirmaciones relativas al fondeo es INCORRECTA?
efd98d4e-bf2c-45de-bd72-1aebc38af092,5,Elementos de amarre y fondeo,1,0,1,100.00,0.00,"En relación con los elementos de amarre, ¿cuál de las siguientes afirmaciones es CORRECTA?"
f9c2e8ca-fd60-4067-bd35-de69a6d6a5fd,5,Elementos de amarre y fondeo,1,0,1,100.00,0.00,¿Cuál de las siguientes definiciones es CORRECTA?
9fec9f6a-2c6c-48d5-8576-42e5550bc4d7,5,Elementos de amarre y fondeo,1,0,1,100.00,0.00,¿Cuál de las siguientes afirmaciones es CORRECTA?
33d28450-9888-4c3e-b9ed-f0fc4a4f5f37,5,Elementos de amarre y fondeo,1,0,1,100.00,0.00,¿Cuál de las siguientes afirmaciones relativas al fondeo es INCORRECTA?
2f1e1787-dd47-4bb1-a5f6-1cca7c42573f,5,Elementos de amarre y fondeo,1,0,1,100.00,0.00,¿Qué nudo permite realizar una gaza no corrediza para encapillar un cabo?
8015134d-76d1-4d5e-b8aa-801d8fe2130c,5,Elementos de amarre y fondeo,1,0,1,100.00,0.00,¿Cómo se denomina a la pieza sólida de metal o de madera fuertemente unida a la cubierta – por lo re
f08af29e-9308-4ff9-bcea-c34314a43266,5,Elementos de amarre y fondeo,1,0,1,100.00,0.00,¿Cuál de los siguientes elementos NO se utiliza en el amarre de una embarcación?
77567344-247f-4d2b-8eed-689afcf1f4d2,6,Elementos de amarre y fondeo,1,0,1,100.00,0.00,¿Qué entendemos por gaza?
3ac9740b-2c5c-46b4-81ef-1b1b12a2095d,6,Elementos de amarre y fondeo,1,0,1,100.00,0.00,En el fondeo:
d12a25a7-e33b-460e-b533-c05161c4202f,30,Emergencias en la mar,1,0,1,100.00,0.00,¿Qué es un espiche?
2cc4e37b-ecc9-4f80-9e1b-6ab24c6d9bce,30,Emergencias en la mar,1,0,1,100.00,0.00,"En el caso de que detecte una vía de agua en su embarcación, ¿qué es lo que NO se debe hacer?"
46cbc4d5-285b-4d72-b082-dbab7d4a3347,30,Emergencias en la mar,1,0,1,100.00,0.00,"En el caso de que se vea obligado a abandonar una embarcación y si las circunstancias lo permiten, ¿"
29c3edab-46e8-4d8e-bf5b-4b87cf19d842,31,Emergencias en la mar,1,0,1,100.00,0.00,"Si descubre agua en la sentina de la embarcación, ¿cuál de las siguientes actuaciones es INCORRECTA?"
0b3e71de-9284-4868-acb3-3e07ef70272b,32,Emergencias en la mar,1,0,1,100.00,0.00,¿Cuándo abandonaremos el barco?
455e474a-e7f0-416c-af71-132b0ca5ef76,32,Emergencias en la mar,1,0,1,100.00,0.00,"Si se detecta a bordo un incendio originado en el tanque de combustible de la embarcación, ¿cuál de "
8ff0662c-50c6-4a83-a078-91f7d432ed62,32,Emergencias en la mar,1,0,1,100.00,0.00,"En caso de varada, para liberar una embarcación por medios propios utilizando las mareas, deberá esp"
79c5b5ae-b3b4-4138-9aa0-a57af98339e2,32,Emergencias en la mar,1,0,1,100.00,0.00,¿Cuál de las siguientes afirmaciones es INCORRECTA?
84691e74-e3fa-4006-8f72-4bef5f061514,11,Legislación,1,0,1,100.00,0.00,En un tramo de costa carente de señalización o balizamiento de la zona de baño:
52cfc208-a8fa-428e-a22b-a371e3c49647,11,Legislación,1,0,1,100.00,0.00,"De acuerdo con el Texto Refundido de la Ley de Puertos del Estado y de la Marina Mercante, de las in"
bb2a9108-d9fa-445e-8e42-86e4b33ade08,11,Legislación,1,0,1,100.00,0.00,"¿Cuándo deberán asegurar la responsabilidad civil o acreditar, en su caso, la existencia de un segur"
3ddffe51-445a-4c9c-9742-0dfdf3224ceb,12,Legislación,1,0,1,100.00,0.00,"¿Cuándo deberán asegurar la responsabilidad civil o acreditar, en su caso, la existencia de un segur"
3764238b-699b-426c-a825-4894b7c8c6c6,12,Legislación,1,0,1,100.00,0.00,"Según el artículo 23 del Real Decreto 339/2021, de 18 de mayo, por el que se regula el equipo de seg"
0f0fac17-2322-40df-b51b-c315bb305dcc,12,Legislación,1,0,1,100.00,0.00,"En el supuesto de observar una bandera roja con una franja en diagonal blanca, se entenderá el sigui"
b3d4b002-9c8e-4fa5-92df-2091b1ddca2a,12,Legislación,1,0,1,100.00,0.00,"Respecto a la seguridad en la navegación y los mensajes de socorro, señale la opción INCORRECTA."
1e1d57ae-35d2-433b-bf4c-3dbbaa942d9d,28,Maniobra y navegación,1,0,1,100.00,0.00,"En la curva de evolución, la fase de maniobra:"
a68c49f8-c996-4d45-8929-10535ea27bd9,28,Maniobra y navegación,1,0,1,100.00,0.00,La expresión “timón a la vía” significa:
6f87e63e-dbaa-4da0-8b77-807a3e8ddb43,29,Maniobra y navegación,1,0,1,100.00,0.00,"Atracados de punta por proa, para salir de forma segura, en general, ¿cómo procederemos?"
43e76036-c579-46f4-b8ed-64edb1619cfd,29,Maniobra y navegación,1,0,1,100.00,0.00,"Atracados de punta por proa, para salir de forma segura, en general, ¿cómo procederemos?"
3add61c7-de94-448a-a96e-dcf58109bb43,33,Meteorología,1,0,1,100.00,0.00,Se denomina persistencia del viento a:
78417448-fc50-4af1-8fc5-be15773e5775,33,Meteorología,1,0,1,100.00,0.00,"La presión atmosférica a nivel del mar, expresada en milibares, es aproximadamente de:"
7d0ca1b2-079b-41f8-9cca-0b468874eaee,34,Meteorología,1,0,1,100.00,0.00,Un catavientos:
46ea0bde-f2c4-407d-86c4-d976226a358e,34,Meteorología,1,0,1,100.00,0.00,"En términos náuticos, se denomina refrescar a:"
3da080f5-7f1f-4e4d-a7c5-b449703b5295,35,Meteorología,1,0,1,100.00,0.00,¿Es posible obtener la previsión meteorológica por VHF?
3a3c50d3-cc33-46d0-b96f-b8e8ca98219e,35,Meteorología,1,0,1,100.00,0.00,Se denomina rolar a:
13a7d1b8-f5a7-4e7b-b5a6-d36a40e13dd7,36,Meteorología,1,0,1,100.00,0.00,El viento de las regiones costeras que sopla durante el día desde el mar hacia tierra a consecuencia
826a66e2-4c60-4c8f-aa35-0dc5ac531f61,36,Meteorología,1,0,1,100.00,0.00,El terral es un viento o brisa:
efe49d36-adbc-4861-9d96-78e6ff89011b,36,Meteorología,1,0,1,100.00,0.00,Señale cuál de las siguientes afirmaciones relativas a la escala centígrada es la CORRECTA:
df83f5fd-1df5-488d-b24b-19ccd95254c8,1,Nomenclatura náutica,1,0,1,100.00,0.00,"Si dos embarcaciones están navegando en paralelo a rumbo norte con viento del Este, ¿cuál de las sig"
31567dd2-5d60-48b4-92e8-c5b2b6451d8f,1,Nomenclatura náutica,1,0,1,100.00,0.00,¿Cuál de las siguientes definiciones se corresponde con “lumbrera”?
7a55dbe9-b340-410b-a3a0-03d53f7ca459,1,Nomenclatura náutica,1,0,1,100.00,0.00,¿Cómo se denomina al elemento estructural que va de popa a proa por la parte inferior del barco y en
dcb8111b-2997-4922-8efe-57ac516ccea9,1,Nomenclatura náutica,1,0,1,100.00,0.00,Un grillete es:
af35415d-8051-4b3b-bab9-fb49a7b9d8dd,1,Nomenclatura náutica,1,0,1,100.00,0.00,"En relación con el ancla, indique cuál de las siguientes afirmaciones es CORRECTA:"
914d1cee-9680-4b42-a4fa-7b2e92375069,1,Nomenclatura náutica,1,0,1,100.00,0.00,Se define como escorar al movimiento de la embarcación que consiste en:
26bc2301-3144-4e47-a8d2-abdea9b4d33f,1,Nomenclatura náutica,1,0,1,100.00,0.00,Se define como adrizar al movimiento de la embarcación que consiste en:
2fdfb4d6-e436-4e83-956f-37968dad1603,2,Nomenclatura náutica,1,0,1,100.00,0.00,"¿Qué parte del timón mueve la pala de tal forma que, si gira a una banda, la pala del timón lo hace "
264ce316-2d8a-498e-9cd8-a88f6d8fe4b0,2,Nomenclatura náutica,1,0,1,100.00,0.00,"A la parte interior, casi horizontal, del fondo de la embarcación se la denomina:"
99a6fcfb-bf9c-48e0-b7de-196e999833e6,2,Nomenclatura náutica,2,0,2,100.00,0.00,Arriar progresivamente un cabo que está trabajando se denomina:
c148c34e-6b71-4ffe-856e-d3570860c473,2,Nomenclatura náutica,1,0,1,100.00,0.00,Un grillete es:
2f398b66-3628-4bcb-9073-899f41f30a2a,2,Nomenclatura náutica,1,0,1,100.00,0.00,El principal elemento propulsor de una embarcación a motor es:
8df36fd4-bbed-4714-ac48-0d9bcb818732,2,Nomenclatura náutica,1,0,1,100.00,0.00,¿Qué es un imbornal?
db70a3a8-f1da-4469-9e8c-a4c468566b7f,2,Nomenclatura náutica,1,0,1,100.00,0.00,"En caso de deterioro, ¿cuál de las siguientes partes que forman el propulsor con hélice puede supone"
eb7d9493-bc40-4126-80fb-e9a0295d5729,3,Nomenclatura náutica,1,0,1,100.00,0.00,"La parte más plana y horizontal del casco, próxima a la quilla, se denomina:"
e868727d-1cb1-4022-bab1-4e97517ea558,3,Nomenclatura náutica,1,0,1,100.00,0.00,A la pieza vertical del timón sobre la cual gira la pala se denomina:
9f6fcde4-b609-47cc-b387-d1ba9d07f024,3,Nomenclatura náutica,1,0,1,100.00,0.00,La línea de fondeo está formada por:
f0f391f5-de2f-4db9-a738-60a98682e9a6,3,Nomenclatura náutica,1,0,1,100.00,0.00,¿Cuál de las siguientes definiciones es INCORRECTA?
0d5937d9-fc33-4824-8ddc-0dd8321f872d,3,Nomenclatura náutica,2,0,2,100.00,0.00,¿Cuál de las siguientes definiciones es INCORRECTA?
dbe01fe7-d78a-47fa-8577-ff15da5e1385,3,Nomenclatura náutica,2,0,2,100.00,0.00,Señale la afirmación CORRECTA respecto a las hélices dextrógiras:
e8be2896-0af6-421f-951e-1e95814f89b4,3,Nomenclatura náutica,1,0,1,100.00,0.00,El francobordo es:
682e2f46-8b3b-413d-a1b3-46c58cec20a9,3,Nomenclatura náutica,1,0,1,100.00,0.00,El desplazamiento máximo de una embarcación se alcanza cuando dicha embarcación:
791af559-cc6f-45f6-952b-9a7810c7b069,3,Nomenclatura náutica,1,0,1,100.00,0.00,La bañera se define como:
ecdf8605-346e-4f15-965e-78da292d6fb3,4,Nomenclatura náutica,1,0,1,100.00,0.00,¿Por medio de qué elemento extraeremos el agua que ha entrado a bordo?
30f99931-9020-46a7-827e-d2edb03ed64d,4,Nomenclatura náutica,1,0,1,100.00,0.00,El término náutico “Imbornal” se refiere a:
a9bbcba0-4ad3-4319-bad3-72993f866ccd,4,Nomenclatura náutica,1,0,1,100.00,0.00,Se dice que una hélice es dextrógira cuando:
cf08cc64-8225-498e-9997-a9db642a8728,4,Nomenclatura náutica,1,0,1,100.00,0.00,¿Cuál de las siguientes definiciones se corresponde con “lumbrera”?
7a460c25-8e92-4bc1-bcda-bb78c947c391,4,Nomenclatura náutica,1,0,1,100.00,0.00,Se conoce como calado medio a:
6da0f5bc-10bd-4a7e-8e6e-0e6e6269c56f,18,Reglamento (RIPA),1,0,1,100.00,0.00,"De conformidad con la Regla 18 del RIPA, “Obligaciones entre categorías de buques”, si se encuentran"
684ce2bc-1de6-430a-9837-3fd9a1cdf578,18,Reglamento (RIPA),1,0,1,100.00,0.00,"De acuerdo con la Regla 33.a del RIPA, la campana o el gong, o ambos, podrán:"
579b149b-ded8-4c4d-89a6-761564819036,18,Reglamento (RIPA),1,0,1,100.00,0.00,"De acuerdo con la Regla 3.g del RIPA, indique cuál de los siguientes buques NO se calificaría como """
e23fa9a6-e6c2-4b9e-a0b5-2f1137917361,18,Reglamento (RIPA),1,0,1,100.00,0.00,"Según la Regla 18 del RIPA, Obligaciones entre categorías de buques, sin perjuicio de lo dispuesto e"
a48df2b4-8474-48b5-9840-115a851c7de7,19,Reglamento (RIPA),1,0,1,100.00,0.00,"Encontrándonos en navegación, observamos por nuestro costado de estribor, hacia proa del través, una"
751b6197-325a-4110-aba2-1bda4e8dd364,19,Reglamento (RIPA),1,0,1,100.00,0.00,En caso de ver por nuestra proa las dos luces de tope de un barco enfiladas y sus dos luces de costa
20e53730-9d92-4079-a393-94632ed78c08,20,Reglamento (RIPA),1,0,1,100.00,0.00,Según la regla 2 del RIPA:
51e532c3-e653-4a03-873b-1f757010c53c,20,Reglamento (RIPA),1,0,1,100.00,0.00,"En relación con la Regla 26 de la parte C del RIPA sobre “Luces y Marcas”, si durante la navegación "
c7cedee4-06be-4833-a96d-108fb146f1d4,20,Reglamento (RIPA),1,0,1,100.00,0.00,"Según la Regla 18 del RIPA, “Obligaciones entre categorías de buques”, los buques de vela, en navega"
8a5708b7-bbd1-4c63-af64-8db0dbc41017,20,Reglamento (RIPA),1,0,1,100.00,0.00,"Según la Regla 6 del RIPA, “Velocidad de seguridad”, la citada velocidad:"
ba3b19c6-3294-425f-8bb6-416c186b35e8,20,Reglamento (RIPA),1,0,1,100.00,0.00,"De conformidad con la Regla 21 del RIPA, “Definiciones de la parte C relativa a Luces y Marcas”, la "
daa47a7f-1580-447d-944f-b319d0e9bb19,21,Reglamento (RIPA),1,0,1,100.00,0.00,"Según la Regla 3 del RIPA, un buque sin arrancada, pero que no está ni fondeado, ni amarrado a tierr"
0b0cb7f6-57c3-492c-ab0a-ae523e1d9b6a,21,Reglamento (RIPA),1,0,1,100.00,0.00,"Según la Regla 6.a.ii )del RIPA, ¿cuál de las siguientes afirmaciones es CORRECTA?"
47e2752c-e135-48de-9d26-95046b721b36,21,Reglamento (RIPA),1,0,1,100.00,0.00,"Conforme a la Regla 10 del RIPA, “Dispositivos de separación del tráfico”, un buque de propulsión de"
d2c54e5d-f703-4e42-8e84-402220761634,22,Reglamento (RIPA),1,0,1,100.00,0.00,"De acuerdo con la Regla 20 del RIPA, “Ámbito de aplicación” de la Parte C. Luces y marcas, si nos en"
b6933234-95d2-4b4f-bfe9-dd2e9ba2f210,22,Reglamento (RIPA),1,0,1,100.00,0.00,"Según la Regla 3 del RIPA, un buque de vela que utiliza simultáneamente su maquinaria propulsora mie"
